siret,activitePrincipaleEtablissement,etatAdministratifEtablissement,adresse
30035357000058,43.91B,A,101 AVENUE CHARLES DE GAULLE MILLAU 12100
04009398100013,81.10Z,A,9 RUE HUGUES GUERIN LYON 69008
22780646000274,86.21Z,A,5 RUE ALEXANDRE TURPAULT BOIS-D'ARCY 78390 MAISON D'ARRET
21920033400098,85.20Z,A,13 RUE DE SURESNES GARCHES 92380
30173426500046,47.81Z,A,LES ESCOMBELLES BARJAC 30430
29250997300015,42.99Z,A,MAIRIE VILLERS-SOUS-CHALAMONT 25270
26620193800104,87.30A,A,RUE SANTOS DUMONT CALAIS 62100 BATIMENT AG 9
29100378800010,42.99Z,A,RUE DE L’HOTEL DE VILLE MERY-SUR-SEINE 10170 MAIRIE
21660179900010,84.11Z,A,RUE DE L’EGLISE SAINT-LAURENT-DE-CERDANS 66260
04389420300017,81.10Z,A,16 RUE FELIX FAURE PARIS 75015 1 A 4 VILLA FREDERIC MISTRAL
21900075900015,84.11Z,A,96 RUE ARISTIDE BRIAND OFFEMONT 90300
21220195800056,85.20Z,A,3 RUE DU PONT SAINT-GEORGES PLEUBIAN 22610
21800206100024,85.20Z,A,PLACE DU 8 MAI 1945 COULLEMELLE 80250
02102055700019,81.10Z,A,LA CROIX-VALMER 83420
17974431300240,85.60Z,A,11 RUE AMIRAL BOUVET SAINT-BENOIT 97470
19150024800015,85.31Z,A,6 COTE DE CHABRIDET PIERREFORT 15230
13002247800049,94.11Z,A,1 PLACE ALFONSE JOURDAIN TOULOUSE 31000
21830132300018,84.11Z,A,9 RUE 6E REGT TIRAILLEURS SENEGALAIS SOLLIES-VILLE 83210 HOTEL DE VILLE
30159902300027,01.21Z,A,13 RUE DES AIRES BASSES SAINT-GENIES-DE-FONTEDIT 34480
26740155200018,88.99B,A,AYSE 74130 MAIRIE
04011272400014,81.10Z,A,39 COURS ALBERT THOMAS LYON 69003
13000548122006,84.13Z,A,20 RUE LEON PEULEVEY LE HAVRE 76620 20-30
03929941700020,81.10Z,A,16 RUE DE LA GRANGE BATELIERE PARIS 75009
30068560900038,30.12Z,A,415 ROUTE DE LA GARE SAINT-JEAN-LE-CENTENIER 07580
29440283900012,42.99Z,A,2 CRS DU CHAMP DE MARS NANTES 44000 NANTES METROPOLE
30187536500043,68.20A,A,[ND] [ND] [ND] MONTELIMAR [ND] [ND]
21910200100035,85.20Z,A,8 RUE JULES FERRY DOURDAN 91410
30159714200027,68.20A,A,35 RUE AUX RAISINS BERCK 62600 RESIDENCE VILLA SYLVIA
21290019500513,85.20Z,A,11 RUE JACQUARD BREST 29200
18003604801674,72.19Z,A,18 AVENUE MOZART MARSEILLE 13009
26100911200093,88.91B,A,11 RUE CHANTELOUP SAINTE-SAVINE 10300
22170001600613,86.22C,A,RTE DE ROYAN MONTENDRE 17130
21550120600043,61.10Z,A,26 RUE DE L'EGLISE COMBLES-EN-BARROIS 55000 MAIRIE
03883161600016,81.10Z,A,61 AVENUE DES CHARMES FONTENAY-SOUS-BOIS 94120 VINCENNES REP PAR
03908477700018,81.10Z,A,37 RUE DE LA CHAUSSEE D'ANTIN PARIS 75009 .
21180232700026,56.29B,A,SAINT-PRIEST-LA-MARCHE 18370
06780042503004,81.21Z,A,5 RUE DE BEL AIR CARQUEFOU 44470 BAT 1
21260006800010,84.11Z,A,AVENUE HENRI SEGUIN ALLEX 26400
25630023700078,84.11Z,A,CHATEAU DE MONTLOSIER AYDAT 63970
30086542500031,01.21Z,A,25 RUE DE CLAIRVAUX BAROVILLE 10200
21650163500017,84.11Z,A,ESCOTS 65130
21130004100210,85.20Z,A,GAGERON ARLES 13104
21720181300482,85.20Z,A,3 RUE ERPELL LE MANS 72000
01983918200011,81.10Z,A,CHEMIN DU VAL FLEURI CAGNES-SUR-MER 06800
21240037800528,01.50Z,A,AVENUE MARCEAU FEYRY BERGERAC 24100
21300086200010,84.11Z,A,GRAND RUE COLLORGUES 30190
21860002100016,84.11Z,A,PL DU 11 NOVEMBRE AMBERRE 86110
21840044800021,85.20Z,A,ENTRECHAUX 84340
21910507900012,84.11Z,A,1 GRANDE RUE PRUNAY-SUR-ESSONNE 91720
21390508600046,37.00Z,A,SELLIERES 39230 MAIRIE
21370195600046,85.20Z,A,53 RUE DES HAUTES MARCHES LA RICHE 37520
21160101800032,37.00Z,A,1 RUE DE LA MAIRIE CLAIX 16440 MAIRIE
21920004500074,85.10Z,A,85 RUE PIERRE BOUDOU ASNIERES-SUR-SEINE 92600
30096723900025,46.61Z,A,1291 AVENUE GEORGES POMPIDOU SAINT-AFFRIQUE 12400
30340959300561,81.21Z,A,4 AV LOUIS LUMIERE CHERBOURG-EN-COTENTIN 50100 4-6
21170072900117,68.20B,A,7 PLACE DE L'HOTEL DE VILLE BURIE 17770 MAIRIE
30294630600016,94.99Z,A,5 RUE ALFRED DE MUSSET VESOUL 70000
21020321200092,84.11Z,A,8 AVENUE ADRIEN RENARD GAUCHY 02430
00971718200019,81.10Z,A,24 AVENUE CHOMEDEY DE MAISONNEUVE TROYES 10000
21830061400128,85.20Z,A,480 RUE JEAN GIONO FREJUS 83600
13000545700143,85.42Z,A,4 RUE KIRSCHLEGER STRASBOURG 67000
19740929500015,85.31Z,A,14 RUE PRESIDENT FAVRE ANNECY 74000
21650417500110,85.20Z,A,RUE MAURICE RAVEL SEMEAC 65600
30324371100015,68.20B,A,LA RACHERIE CONTIGNY 03500
13003015800104,86.21Z,A,289 RUE DES ECOLES SAINT-MARTORY 31360
20007186800109,68.20B,A,PL CHARLES DE GAULLE LE LION D'ANGERS 49220
03344179100010,81.10Z,A,AVENUE DU 8 MAI 1945 BAYONNE 64100 DOMAINE DU BOUDIGAU
20003001300235,85.41Z,A,AVENUE PRESIDENT MITTERRAND SAINT-PIERRE 97410 IES CHU REUNION
21170300400039,55.30Z,A,PORT NEUF LA ROCHELLE 17000 PORT SOLEIL
29390313400014,42.99Z,A,MAIRIE MARIGNY 39130
03888183500011,81.10Z,A,18 RUE GASTON MONMOUSSEAU IVRY-SUR-SEINE 94200
26590339300014,88.99B,A,25 RUE DE LYS LEERS 59115 MAIRIE
21540079700019,84.11Z,A,220 AVENUE VICTOR CLAUDE BLENOD-LES-PONT-A-MOUSSON 54700
29250107900019,42.99Z,A,MAIRIE CENDREY 25640
21620004800074,85.10Z,A,2 PLACE FLERS DE L’ORNE ACHICOURT 62217
21170196600023,85.20Z,A,RUE DES VIGNES JAZENNES 17260
19541706800010,85.31Z,A,RUE DE MALZEVILLE DOMMARTEMONT 54130
21510494400040,84.25Z,A,SERMAIZE-LES-BAINS 51250
25380495900034,36.00Z,A,42 RUE DU GARGAS ENTRAIGUES 38740
12004614901229,84.12Z,A,35 RUE DES VENITIENS LIMOGES 87000 HOTEL NIEAUD
03910842800010,81.10Z,A,24 PLACE DAUPHINE PARIS 75001
21360069500067,42.99Z,A,PLACE DU 8E CUIRASSIERS ECUEILLE 36240
03936963200011,81.10Z,A,62 AVENUE ANDRE MORIZET BOULOGNE-BILLANCOURT 92100
20006845000010,84.11Z,A,12 ROUTE DE SEES ARGENTAN 61200 MAISON DES ENTREPRISES ET DES TERRIT
21570702700011,84.11Z,A,11 GRAND RUE VAXY 57170
04207251200017,81.10Z,A,AUTRANS-MEAUDRE EN VERCORS 38112 IMB LONGUE TRACE
26011019200028,86.10Z,A,AV FELIX MANGINI PLATEAU D'HAUTEVILLE 01110
21800416600029,85.20Z,A,14 RUE DE BRETAGNE HERVILLY 80240
03892450200016,81.10Z,A,21 RUE PAUL BERT PUTEAUX 92800
30157044600015,68.20B,A,2 RUE THIERS MULHOUSE 68100
26590781600028,88.99B,A,320 LA PLACE ZUYTPEENE 59670 MAIRIE
26590672700184,86.10Z,A,35 RUE DE BARBIEUX ROUBAIX 59100
03920491200016,81.10Z,A,53 RUE DES CITES AUBERVILLIERS 93300
26590178500088,88.91A,A,148 RUE DES FOULONS DOUAI 59500
03898937200016,81.10Z,A,46 RUE VITAL PARIS 75016
21440109300015,84.11Z,A,2 RUE DE L'HOTEL DE VILLE NANTES 44000
22620001200970,71.20B,A,2 RUE DES GENEVRIERS ARRAS 62000 PARC DES BONNETTES
21040094100048,85.20Z,A,RUE DES ECOLES GREOUX-LES-BAINS 04800
03921278200013,81.10Z,A,42 RUE DU FOUR PARIS 75006 RIS REP PAR SA CABIN
30405652600029,46.31Z,A,146 AVENUE DES ETATS UNIS TOULOUSE 31200
21470275500015,84.11Z,A,SAINT-SALVY 47360
21670482501488,88.91A,A,5 RUE DE COPENHAGUE STRASBOURG 67000
00974408700017,81.10Z,A,11 BOULEVARD DE LA LIBERTE RENNES 35000
06630300900022,85.59A,A,19 RUE DES CHAMPS KAVANI MAMOUDZOU 97600
26280144200019,88.99B,A,4 RUE CHARENTONNE SAINT-GERMAIN-LE-GAILLARD 28190
08548006900393,47.64Z,A,395 RUE DU GENERAL LECLERC FRANCONVILLE 95130 QUAI DES MARQUES
21110310600046,55.30Z,A,RENNES-LES-BAINS 11190 MAIRIE
21270623800012,84.11Z,A,22 ROUTE D'ELBEUF SURTAUVILLE 27400
30337658600374,47.54Z,A,78 RUE DE LA MARTINIERE SAINT-ALBAN-LEYSSE 73230 CTRE CIAL LES PORTIQUES
30084811600079,46.52Z,A,18 RUE DU PRANET OUROUX-SUR-SAONE 71370 ZA DU VELARD
21430211900117,56.29B,A,RUE NATIONALE SAINT-MAURICE-DE-LIGNON 43200 CENTRE CULTUREL SOCIAL LATOUR MAUBOURG
26570194600146,88.91A,A,2 RUE PEPIN LE BREF THIONVILLE 57100
13002271800352,94.11Z,A,6 BOULEVARD DE BELFORT AMIENS 80000
03930190800016,81.10Z,A,16 RUE CEPRE PARIS 75015
21110305600027,85.20Z,A,QUINTILLAN 11360
20005193600017,42.99Z,A,58 GRANDE RUE HEILLECOURT 54180
18770918300169,85.31Z,A,1 RUE DU PORT DE VALVINS AVON 77210
21330182300026,85.20Z,A,14 ROUTE DE LA GABARE GAURIAC 33710
21320013200347,84.12Z,A,1 PLACE DE LA LIBERATION AUCH 32000 MAIRIE
30364487600094,87.20A,A,1 AVENUE DE CHAMPLAIN ORANGE 84100 CS 80212
21620452900012,84.11Z,A,80 RUE DE SAINT-OMER HEURINGHEM 62575
21850232600026,85.20Z,A,1 RUE DU LAVOIR SAINT-HILAIRE-LE-VOUHIS 85480
30337700600026,56.10A,A,24 AVENUE DE LA MARSEILLAISE STRASBOURG 67000
30222925700027,68.20A,A,[ND] [ND] [ND] SEEZ [ND] [ND]
25760188000012,84.11Z,A,PLACE MAINTENON SAINT-SAENS 76680 MAIRIE
20006930000057,42.99Z,A,TELEPORT 1 JUILLAN 65290 ZONE TERTIAIRE PYRENE AEROPOLE
29310719900011,42.99Z,A,VILLAGE CAMBIAC 31460 MAIRIE
20009822600018,84.11Z,A,1 RUE DE LA MAIRIE SCHŒNENBOURG 67250 MAIRE DE SCHOENENBOURG
04010738500011,81.10Z,A,8 RUE AUGUSTE COMTE LYON 2EME 69002
03928608300017,81.10Z,A,16 RUE DE PASSY PARIS 75016 IS REP PAR SA REVIRO
13001279200474,84.11Z,A,RUE MARCEL BLEUET LAON 02000 CITE ADMINISTRATIVE
22240001200142,86.10Z,A,H N R BOURDEILLES BOURDEILLES 24310
30200861000032,68.20A,A,VIELLE-AURE 65170
19971585500250,85.42Z,A,MORNE FERRET LES ABYMES 97139
21250212400010,84.11Z,A,3 RUE DES GRANDES VIGNES ECOLE-VALENTIN 25480
21630014500010,84.11Z,A,PL DE LA MAIRIE AUBIERE 63170
17690111400395,84.23Z,A,44 RUE DE BONNEL LYON 69003
21220135400140,42.99Z,A,1 PLACE ROGER MADIGOU LOUARGAT 22540 MAIRIE
21310090200013,84.11Z,A,11 PLACE DE LA MAIRIE BRIGNEMONT 31480
03899734200019,81.10Z,A,6 RUE DU FAUBOURG POISSONNIERE PARIS 75010 RIS REP PAR
29930016000015,42.99Z,A,PLACE DE LA LIBERATION NOISY-LE-GRAND 93160 MAIRIE
21350364200083,42.99Z,A,3 RUE DE LA MAIRIE NOYAL-CHATILLON-SUR-SEICHE 35230
21800367100011,84.11Z,A,GOYENCOURT 80700
21930062100063,85.20Z,A,2 AVENUE DE LIVRY LE RAINCY 93340
03920960600019,81.10Z,A,39 BOULEVARD DE MONTMORENCY PARIS 75016
03897484600016,81.10Z,A,53 RUE POUCHET PARIS 75017
05226301900011,81.10Z,A,18 PLACE DE LA RESISTANCE TOURS 37000
21020167900029,84.25Z,A,CHERY-LES-POUILLY 02000
17750431300657,84.12Z,A,76 RUE DE LA COLONIE PARIS 75013
30148295600036,73.11Z,A,85 RUE DU GENERAL DUFIEUX LAPOUTROIE 68650
21220117200039,85.20Z,A,LD NOTRE DAME DE LA COUR LANTIC 22410
21340022900141,81.10Z,A,RUE DU CIMETIERE BAILLARGUES 34670
21710099900010,84.11Z,A,1 PLACE DE LA MAIRIE CHARBONNIERES 71260
21640070500028,85.20Z,A,14 CHEMIN DE L'EGLISE ASTIS 64450
04383306000015,81.10Z,A,2 BOULEVARD RASPAIL PARIS 75007
26630007800273,56.29B,A,111 AVENUE DE LA LIBERATION CLERMONT-FERRAND 63000
30292982300011,94.99Z,A,15 ROUTE DE LYON LOZANNE 69380 MAIRIE
03971002500014,81.10Z,A,7 IMPASSE PIERRE DREVET SAINT-ETIENNE 42100
02080542000013,68.32A,A,ROUTE DES SANGUINAIRES AJACCIO 20000 LES PERVENCHES
06820093000029,46.75Z,A,13 RUE DES MEJUTEAUX LOIRE-AUTHION 49140
29710111500014,42.99Z,A,53 GRANDE RUE MERCUREY 71640 MAIRIE
21470143500031,85.10Z,A,AV MONNIER LAVARDAC 47230
21180162600014,84.11Z,A,LE BOURG NEUILLY-EN-SANCERRE 18250
21700263300048,02.20Z,A,GRANDE RUE GENEVREY 70240 MAIRIE
15700010000196,84.24Z,A,CASERNE GENERAL DUPUY SAINT-ASTIER 24110
21370274900010,84.11Z,A,3 RUE DU 14 JUILLET VILLEBOURG 37370
01991460500019,81.10Z,A,649 AVENUE DES ANCIENS COMBATTANTS MANDELIEU-LA-NAPOULE 06210
03272668900014,81.10Z,A,13 AVENUE NELLY DEGANNE ARCACHON 33120
21190430500011,84.11Z,A,28 RUE DU BOURG LA CHAPELLE-AUX-BROCS 19360
21120209800060,37.00Z,A,LE BOURG SAINT-AMANS-DES-COTS 12460 MAIRIE
21770058200109,85.20Z,A,30 BOULEVARD THIBAUD DE CHAMPAGNE BUSSY-SAINT-GEORGES 77600
03921701300018,81.10Z,A,182 RUE DE RIVOLI PARIS 75001 P PAR
21770259600016,84.11Z,A,2 RUE DE MAINCOURT LONGPERRIER 77230
20001870300047,87.10A,A,RUE MONTESQUIEU COGNAC 16100
00802273300011,81.10Z,A,41 RUE FERDINAND BUISSON LIMOGES 87000
03896143900015,81.10Z,A,107 BOULEVARD DE MAGENTA PARIS 75010 ARIS REP PAR
21460023100044,49.39A,A,BELFORT-DU-QUERCY 46230 MAIRIE
26380098900018,88.99B,A,MAIRIE PONT-EN-ROYANS 38680
26420077500015,87.30A,A,50 BOULEVARD JULES JANIN SAINT-ETIENNE 42000
21850092400152,85.10Z,A,3 RUE DU FORT SAINT-NICOLAS FONTENAY-LE-COMTE 85200
21350352700144,42.99Z,A,22 RUE DE CHATEAUBRIANT VERN-SUR-SEICHE 35770
21750001602684,85.20Z,A,1 RUE FOYATIER PARIS 75018
06630527700015,43.12A,A,ZI KAWENI MAMOUDZOU 97600 KAWENI
20008151100079,85.20Z,A,13 PL DU CHAMP DE FOIRE - CHARZAY MELLE 79500 MAZIERES-SUR-BERONNE
01472880200019,81.10Z,A,RUE DU DOC CORNIL MOULINS 03000
21380050100024,85.20Z,A,60 ROUTE DES CORBASSIERES LE BOUCHAGE 38510
21420247500015,84.11Z,A,10 PLACE DE L' EGLISE - LE BOURG SAINT-JUST-EN-BAS 42990 HOTEL DE VILLE
21660014800037,85.20Z,A,RUE ALICE BONNAURE BAIXAS 66390
21630010300043,85.20Z,A,74 ROUTE NATIONALE ARLANC 63220
26270304400939,86.10Z,A,24 ROUTE DE CONCHES EVREUX 27000
21920012800151,85.10Z,A,72 ALLEE DU FORUM BOULOGNE-BILLANCOURT 92100
21710481900016,84.11Z,A,371 RUE DES CHALANDONS SAINT-SYMPHORIEN-D'ANCELLES 71570
30200294400023,85.31Z,A,16 RUE FRANCOIS LUNEAU VALLET 44330
12002001102351,84.11Z,A,1 RUE VINCENT AURIOL AMIENS 80000
21520141900037,85.10Z,A,1 RUE DES NOUOTTES FAYL-BILLOT 52500
21620045100039,85.20Z,A,4 RUE DES ECOLES AUBIGNY-EN-ARTOIS 62690
05781313100026,36.00Z,A,CHATEAU LE THOLONET 13100 CHATEAU DU THOLONET
30168887500022,94.20Z,A,35 RUE SAINT-HONORE FONTAINEBLEAU 77300
19020037800015,85.31Z,A,11 RUE DU MARECHAL FOCH MOY-DE-L'AISNE 02610
21850153400026,85.20Z,A,18 RUE DU BEIGNON MOUCHAMPS 85640
21290108600018,84.11Z,A,PLACE DE LA MAIRIE LANDUDEC 29710
26470040200011,88.99B,A,RUE DE LA PAIX CASSENEUIL 47440
01472837200013,81.10Z,A,PLACE EDOUARD ET GEORGES PIQUAND MONTLUCON 03100
13000845100929,84.11Z,A,21 RUE FERAY CORBEIL ESSONNES 91100
21880408600146,37.00Z,A,10 RUE DE L'EGLISE RUPT-SUR-MOSELLE 88360
20005686900064,84.11Z,A,LE BOURG SOULEUVRE EN BOCAGE 14260
06180440700031,68.20A,A,42 RUE MONTGRAND MARSEILLE 13006
21270681600155,85.20Z,A,22 RUE DE LA RENAISSANCE VERNON 27200
21080351600033,36.00Z,A,GRANDE RUE SAINT-MARCEAU 08160 MAIRIE
08661267800028,68.20B,A,RUE DU GENERAL BERTHIER ALBI 81000 CANTEPAU
26800412400015,88.99B,A,RUE JEAN JAURES FRESSENNEVILLE 80390
26650003200070,87.10B,A,QUARTIER SAINT PAUL CAMPAN 65710
21510177500025,36.00Z,A,COURTAGNON 51480 MAIRIE
03896816000010,81.10Z,A,104 AVENUE DAUMESNIL PARIS 75012
30135200100053,46.31Z,A,10 RUE DES ACACIAS MAZERES 33210 10 RUE DES ACACIAS / PA PAYS DE LANGON
25500355000118,84.13Z,A,100 RUE HENRI CLAUDEL SAINT-LO 50000 LE PATIO - ZONE NEPTUNE 2
21690120700011,84.11Z,A,65 RUE DE LA MAIRIE LONGESSAIGNE 69770
30010991500011,22.29B,A,ZI CHASSAL-MOLINGES 39360
24290031400194,42.99Z,A,24 RUE COAT AR GUEVEN BREST 29200 HOTEL DE CUB
20006703100142,68.20B,A,20 RUE DES AUBEPINES LA HAYE 50250
21560126100021,85.20Z,A,LE PIGEON VERT MARZAN 56130
30078785000035,86.22C,A,99 RUE DE LA REPUBLIQUE OULLINS-PIERRE-BENITE 69310
20008522300028,84.11Z,A,MONTS-DE-RANDON 48000
30310969800033,47.99A,A,MORNE ROUGE GOYAVE 97128
03873497600012,81.10Z,A,57 AVENUE FOCH PARIS 75016 N° 55 A 57
29790033400014,42.99Z,A,12 RUE DE LA MAIRIE CHENAY 79120 MAIRIE
26760085600517,87.10B,A,200 RUE VICTOR SCHOELCHER FECAMP 76400
30151539100029,01.42Z,A,LES EPINAIS SAINT PAUL LE GAULTIER 72130
26220509900050,88.99B,A,BEL AIR PLEMET 22210
21760351302082,91.01Z,A,40 RUE JULES VALLES LE HAVRE 76610
21232010500035,85.10Z,A,LE BOURG SAINT-HILAIRE-LA-PLAINE 23150
21700249200031,42.99Z,A,RUE LASSUS FRANCALMONT 70800 MAIRIE
03859412300010,81.10Z,A,34 RUE DES VOSGES MOLSHEIM 67120
21740234600035,85.10Z,A,RUE DU PRE DE FOIRE SAINT-FERREOL 74210
17890001500037,84.11Z,A,24 RUE DE LYON AVALLON 89200
25470215200011,84.11Z,A,LE BOURG MONTPOUILLAN 47200 MAIRIE
26330660700015,88.99B,A,9 AVENUE DE BLANZAC YVRAC 33370 MAIRIE
21250592900019,84.11Z,A,4 LD PYRAMIDE VAUX-ET-CHANTEGRUE 25160
21500387200011,84.11Z,A,28 RUE PIERRE DEVOUASSOUD ORGLANDES 50390
28320001200112,84.25Z,A,BOULEVARD CENTULE III MIRANDE 32300
21560248300145,93.29Z,A,ALL DU PRESBYTERE SURZUR 56450 MAISON DES JEUNES
21880447400151,42.99Z,A,309 AVENUE JULES FERRY SAULXURES-SUR-MOSELOTTE 88290 MAIRIE
21640079600019,84.11Z,A,AURIONS-IDERNES 64350
21760575700160,85.10Z,A,1 RUE HECTOR MALOT SAINT-ETIENNE-DU-ROUVRAY 76800
03894381700015,81.10Z,A,1 AVENUE JOFFRE LA GARENNE-COLOMBES 92250 92 REP PAR
20005481500044,85.20Z,A,3 RUE DU VIEUX MOULIN DIVATTE-SUR-LOIRE 44450
03908957800015,81.10Z,A,25 RUE DE MAUBEUGE PARIS 75009 REP PAR SARL SPGI
08641386100013,68.20B,A,25 RUE DU GENERAL LECLERC ALBI 81000 SARL MEUBLES ESTAMPE
21780087900066,84.12Z,A,22 RUE DE LA LIBERATION BONNELLES 78830 MAIRIE
20001370400073,85.20Z,A,RTE DE LA POINTE DE VENUS MAHINA 98709 MAHINA 2
21210157000019,84.11Z,A,CHAUGEY 21290
21560146900111,42.99Z,A,RUE DE LA MAIRIE NEULLIAC 56300
21240546800019,84.11Z,A,TEMPLE-LAGUYON 24390
26270315000017,88.99B,A,RUE DE LA MAIRIE SAINT-OUEN-DU-TILLEUL 27670 MAIRIE
26691004100034,88.10A,A,RUE EMMANUEL ROLLAND GRIGNY 69520 IMMEUBLE LA ROCHERE
21540159700061,85.10Z,A,2 RUE DE LA MOTHE DOMBASLE-SUR-MEURTHE 54110
29620113000014,42.99Z,A,2 RUE DE LA MAIRIE DURY 62156 MAIRIE
29520375600016,42.99Z,A,8 RUE DE LA GARE CULMONT 52600 MAIRIE
21310555402690,85.10Z,A,10 RUE DU PROFESSEUR GASTON DUPOUY TOULOUSE 31100
21470024700031,42.99Z,A,BEAUPUY 47200 MAIRIE
30042699600017,94.99Z,A,MAIRIE ROUSSINES 36170
17330120100179,84.23Z,A,112 RUE SAINT ROCH ANGOULEME 16000
21010383400011,84.11Z,A,PLACE LOUIS JOURDAN SAINT-PAUL-DE-VARAX 01240
17590431700245,84.12Z,A,64 RUE PAUL BERT ARMENTIERES 59280
26550823400019,88.99B,A,35 RUE PRINCIPALE LATOUR-EN-WOEVRE 55160 MAIRIE
30285118300012,93.12Z,A,ALLY 43380
24250036100090,36.00Z,A,4 RUE GABRIEL PLANCON BESANCON 25000 LA CITY
26610069200190,86.10Z,A,23 RUE LOUIS PASTEUR LA FERTE MACE 61410 C T A
29880233100017,42.99Z,A,281 GRAND'RUE MADECOURT 88270 MAIRIE
30176426200012,94.99Z,A,SQ DE GRIMMA BRON 69500 MAISON DES SOCIETES
21690264300123,85.10Z,A,176 RUE JULES FERRY VILLEFRANCHE-SUR-SAONE 69400
05880148102387,64.19Z,A,LE LAC SAINT LAURENT DU VAR 06700 CENTRE COMMERCIAL CAP 3000
26580344500013,88.99B,A,MAIRIE SAINT-PERE 58200
29570577600017,42.99Z,A,48 RUE DE L'EGLISE DOLVING 57400 MAIRIE
26020034000156,86.10Z,A,6 RUE HENRI BRISSON TERGNIER 02700
21510340900011,84.11Z,A,MERY-PREMECY 51390
24950010900122,35.30Z,A,PARVIS DE LA PREFECTURE CERGY 95000 HOTEL D'AGGLOMERATION
18003503200432,84.30A,A,5 PROMENADE JEAN ROSTAND BOBIGNY 93000 IMM L'EUROPEEN HALL B
20003889100012,84.11Z,A,MAIRIE SAINT JEAN D'ILLAC 33127
03933809000010,81.10Z,A,RUE DE PARADIS PARIS 75010 26-28
26974010600019,88.99B,A,RUE GEORGES POMPIDOU SAINT-BENOIT 97470 MAIRIE
21750001620074,84.24Z,A,2 RUE GAZAN PARIS 75014
19761904200561,85.42Z,A,2 RUE DU TRONQUET MONT-SAINT-AIGNAN 76130
21974002400159,85.20Z,A,14 RUE DES CORBEILLES D’OR BRAS-PANON 97412
18750006100671,56.29B,A,17 RUE SAINT-HIPPOLYTE PARIS 75013
21820094700032,85.20Z,A,LE CHATEAU LAUZERTE 82110
21850191400582,85.20Z,A,4 RUE ROUSSEAU DECELLE ROCHE SUR YON (LA) 85000
03916831500016,81.10Z,A,24 RUE DE BELFORT CLICHY 92110
18000701501967,84.11Z,A,45 RUE DE LA DEMI LUNE ALENCON 61000
30269887300528,42.11Z,A,LD JUANDAGUE CAZERES 31220
21510175900037,85.10Z,A,3 RUE SAINT LAURENT COURLANDON 51170
26340070700026,55.10Z,A,PLACE DU 8 MAI 1945 PRADES-LE-LEZ 34730 MAIRIE DE PRADES-LE-LEZ
21090284700024,85.20Z,A,LE VILLAGE SEGURA 09120
21330119500250,85.20Z,A,AVENUE JEAN ZAY CENON 33150
21530219100063,36.00Z,A,15 PLACE DE L'EGLISE SAINT-GEORGES-BUTTAVENT 53100 MAIRIE
30017110500079,88.10A,A,21 RUE DU SUD DUNKERQUE 59140
18542210200318,56.29B,A,AVENUE DU BIVAQUE LONGWY 54400
22910228000075,93.11Z,A,RUE DE LA GARENNE BONDOUFLE 91070
20007040700131,88.91A,A,RUE DU FOIRAIL PLAUZAT 63730
13001313900014,94.11Z,A,16 BD BERTRAND VALS-PRES-LE-PUY 43750
20006358400011,88.99B,A,19 RUE DE LA MAIRIE SAINT-AMAND-VILLAGES 50160
01977159100013,81.10Z,A,30 RUE BERLIOZ NICE 06000
26650519700019,88.99B,A,MAIRIE ORLEIX 65800
03875917100010,81.10Z,A,29 RUE DE REMUSAT PARIS 75016
04014942900017,81.10Z,A,42 RUE ST GERVAIS LYON 8EME 69008
22930008200166,88.91A,A,18 RUE DU BUISSON AUBERVILLIERS 93300
21490332000049,37.00Z,A,RUE DE L’ABBE CHAUVEAU LA SEGUINIERE 49280 MAIRIE
01740342900016,81.10Z,A,BOULEVARD PEDRO DE LUNA MONTPELLIER 34070 REVON
21570606000310,85.20Z,A,RUE BARTHELEMY CRUSEM SAINT-AVOLD 57500
21670552500030,02.20Z,A,30 RUE PRINCIPALE WOLFSKIRCHEN 67260
21110029200013,84.11Z,A,BELCASTEL-ET-BUC 11580 HOTEL DE VILLE
26760217500098,86.10Z,A,33 ALLEE DES ARCADES LE GRAND-QUEVILLY 76120 BAT A
21510144500025,85.20Z,A,14 RUE JEAN BRION CLAMANGES 51130
03915661700019,81.10Z,A,RPT DES SEPT MARES ELANCOURT 78990
02151948300016,81.10Z,A,RUE JULES FERRY GARDANNE 13120 PRO LES OMBRAGES GARDANNE
07601854800016,68.20B,A,16 PLACE CHARLES ALBERT ALBERTVILLE 73200
20000872000035,85.20Z,A,788 RUE DE L’AVENIR BANDRABOUA 97650 MTSANGAMBOUA
21410014100032,42.99Z,A,5 ROUTE DE DANZE BEAUCHENE 41170 MAIRIE
21220278200836,42.99Z,A,1 PLACE DU GENERAL DE GAULLE SAINT-BRIEUC 22000
19741518500010,85.31Z,A,PROM DU FORI CHAMONIX-MONT-BLANC 74400
18130002100191,85.42Z,A,CHE DE LA ROSE A LA GRAVE MARSEILLE 13EME 13013 TECHNOPOLE CHATEAU GOMBERT
21300080500027,55.30Z,A,STADE MUNICIPAL CHAMBORIGAUD 30530
21910174800016,84.11Z,A,2 PLACE GALIGNANI CORBEIL-ESSONNES 91100
21370219400019,84.11Z,A,23 RUE DU BOURG SAINT-GENOUPH 37510
21370144400027,85.20Z,A,RUE DE LA FONTAINE MARCAY 37500
21310555401106,85.10Z,A,IMPASSE DE SOUPETARD TOULOUSE 31500
26560079100098,88.91A,A,9 AVENUE PAUL CEZANNE VANNES 56000
